Person	Topic	Difficulty	Source	Question_latex	Image1	Image1Caption	Image2	Image2Caption
43803	Articulatory Phonetics	hard	Homework 1, Question 3(a)	Could this image be the result of producing the sound represented by the given IPA symbol? Why or why not?\\~\\{[t͡ʃ]}~\\\begin{figure}[H] \includegraphics{../images/staticpalatography_fricative.png} \end{figure}~\\	staticpalatography_fricative.png			
43803	Skewed Distributions	medium	Week 5 Handout, Question 3	What evidence is there that there is a pattern in these data, assuming that these are the only CV and VC sequences that occur in some language?\\~\\{[sa]}, {[ʃi]}, {[za]}, {[ʒi]}, {[as]}, {[iʃ]}, {[az]}, {[iʒ]}~\\ 				
18870	Articulatory Phonetics	medium	Quiz 2, Question 6	In the pronunciation of this word, which sounds are obstruents and which are sonorants? Explain your answer.\\~\\<language>~\\ 				
18870	Transcription	hard	Week 2 Handout, Part II	Is this a reasonable transcription of this word? Explain why.\\~\\<choose>: {[t͡ʃuz]}~\\ 				
28926	Phonological Features	hard	Quiz 3, Question 12	Explain how you figure out which feature is involved in the process of umlaut shown below.\\~\\\begin{figure}[H] \includegraphics{../images/dutch.png} \end{figure}~\\	dutch.png			
28926	Articulatory Phonetics	medium	Homework 1, Question 3(b)	Explain why this is or is not a complete phonetic natural class in standard North American English.\\~\\{[ɔ]}, {[ʊ]}, {[u]}, {[oʊ]}~\\ 				
83324	Transcription	hard	Week 2 Handout, Part II	Is this a reasonable transcription of this word? Explain why.\\~\\<choose>: {[t͡ʃuz]}~\\ 				
83324	Articulatory Phonetics	medium	Quiz 2, Question 7	Why might more than one of the descriptions given truthfully apply to the sound represented by the underlined letter, and why is one of them actually better than the other?\\~\\<a\underline{w}ay>~\\\begin{itemize} \item prevocalic obstruent \item prevocalic sonorant \item postvocalic obstruent \item postvocalic sonorant \item intervocalic obstruent \item intervocalic sonorant \end{itemize}~\\ 				
80815	Other (pre-midterm)	hard	Week 5 \& 6 Handouts	Explain how you could analyze this dataset in terms of sequential patterns vs. paradigmatic patterns.\\~\\\begin{figure}[H] \includegraphics{../images/ukrainian.png} \end{figure}~\\	ukrainian.png			
80815	Skewed Distributions	medium	Week 5 Handout, Question 6	What would be a good description of the pattern in Malto? What characteristics make that a good description?\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
