Person	Topic	Difficulty	Source	Question_latex	Image1	Image1Caption	Image2	Image2Caption
39207	Articulatory Phonetics	medium	Quiz 2, Question 6	In the pronunciation of this word, which sounds are obstruents and which are sonorants?\\~\\<language>~\\ 				
39207	Phonological Features	hard	Week 4 Discussion	Explain why phonological features are used instead of phonetic characteristics in analyzing datasets.\\~\\ 				
67575	Other (pre-midterm)	medium	Week 4 Handout, Part II, Question 2(iv)	Explain how you would figure out the Swahili word for this English gloss. (To be clear: you do NOT need to give me the Swahili form itself -- just explain the process of figuring it out.)\\~\\‘I wanted them.’~\\\begin{figure}[H] \includegraphics{../images/swahiliverbs.png} \end{figure}~\\	swahiliverbs.png			
67575	Articulatory Phonetics	hard	Homework 1, Question 3(a)	Could this image be the result of producing the sound represented by the given IPA symbol? Why or why not?\\~\\{[n]}~\\\begin{figure}[H] \includegraphics{../images/staticpalatography_stop.png} \end{figure}~\\	staticpalatography_stop.png			
17487	Skewed Distributions	hard	Week 5 Handout, Question 7	Explain how you would go about looking for co-occurrence restrictions in bi-syllabic signs in ASL.\\~\\\begin{figure}[H] \includegraphics{../images/ASL_movement.png} \end{figure}~\\	ASL_movement.png			
17487	Phonological Relationships and Analysis	medium	Quiz 5, Question 5	What phonological relationships does this example show among the sounds [m], [n], and [ŋ], and why?\\~\\\begin{figure}[H] \includegraphics{../images/quiz4question5_d.png} \end{figure}~\\	quiz4question5_d.png			
67444	Phonological Features	hard	Quiz 3, Question 12	Explain how you figure out which feature is involved in the process of umlaut shown below.\\~\\\begin{figure}[H] \includegraphics{../images/dutch.png} \end{figure}~\\	dutch.png			
67444	Skewed Distributions	medium	Quiz 4, Question 2	L$_X$ (Language X) has three vowels, [i], [a], and [u]. L$_X$ has tri-syllabic roots. If L$_X$ does not allow non-identical high vowels to co-occur, which one of the following tri-syllabic vocalic sequences do you predict to be unattested in L$_X$? Explain why.\\~\\\begin{itemize} \item {[u...i...a]} \item {[a...i...a]} \item {[u...u...a]} \item {[a...i...i]} \end{itemize}~\\ 				
23071	Articulatory Phonetics	medium	Quiz 2, Question 6	In the pronunciation of this word, which sounds are obstruents and which are sonorants?\\~\\<obstruent>~\\ 				
23071	Transcription	hard	Week 2 Handout, Part II	Is this a reasonable transcription of this word? Explain why.\\~\\<choose>: {[t͡ʃuz]}~\\ 				
85086	Phonological Features	hard	Week 4 Discussion	Explain why phonological features are used instead of phonetic characteristics in analyzing datasets.\\~\\ 				
85086	Articulatory Phonetics	medium	Week 3 Handout, Question 9	Explain how to figure out what the sound being produced is in this diagram.\\~\\\begin{figure}[H] \includegraphics{../images/sagittal_eth.png} \end{figure}~\\	sagittal_eth.png			
