Person	Topic	Difficulty	Source	Question_latex	Image1	Image1Caption	Image2	Image2Caption
29164	Articulatory Phonetics	hard	Homework 1, Question 3(a)	Could this image be the result of producing the sound represented by the given IPA symbol? Why or why not?\\~\\{[d]}~\\\begin{figure}[H] \includegraphics{../images/staticpalatography_fricative.png} \end{figure}~\\	staticpalatography_fricative.png			
29164	Phonological Features	medium	Quiz 3, Question 3	Explain why this featural specification either does or does not match the given sound.\\~\\{[-consonantal]}, {[+sonorant]}~\\{[h]}~\\ 				
17357	Phonological Features	hard	Quiz 3, Question 12	Explain how you figure out which feature is involved in the process of umlaut shown below.\\~\\\begin{figure}[H] \includegraphics{../images/dutch.png} \end{figure}~\\	dutch.png			
17357	Other (pre-midterm)	medium	Homework 2, Question 2	What would this Klingon phrase below be in English? How do you know?\\~\\{[vɑdʒqʰoqʰvɑm]}~\\\begin{figure}[H] \includegraphics{../images/klingon.png} \end{figure}~\\	klingon.png			
45517	Skewed Distributions	medium	Week 5 Handout, Question 6	What would be a good description of the pattern in Malto? What characteristics make that a good description?\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
45517	Transcription	hard	Week 2 Handout, Part II	Is this a reasonable transcription of this word? Explain why.\\~\\<climb>: {[klɑɪm]}~\\ 				
37843	Other (pre-midterm)	medium	Week 4 Handout, Part II, Question 2(iv)	Explain how you would figure out the Swahili word for this English gloss. (To be clear: you do NOT need to give me the Swahili form itself -- just explain the process of figuring it out.)\\~\\‘I like you (sg.).’~\\\begin{figure}[H] \includegraphics{../images/swahiliverbs.png} \end{figure}~\\	swahiliverbs.png			
37843	Acoustics	hard	Week 9 Handout, Question 3	Explain what you see in the spectrogram that tells you about the properties of the sounds in the pictured word.\\~\\\begin{figure}[H] \includegraphics{../images/spectrogram_aaah.png} \end{figure}~\\	spectrogram_aaah.png			
17359	Transcription	hard	Week 2 Handout, Part II	Is this a reasonable transcription of this word? Explain why.\\~\\<loud>: {[lɑud]}~\\ 				
17359	Skewed Distributions	medium	Week 5 Handout, Question 6	What would be a good description of the pattern in Malto? What characteristics make that a good description?\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
38755	Articulatory Phonetics	hard	Homework 1, Question 3(a)	Could this image be the result of producing the sound represented by the given IPA symbol? Why or why not?\\~\\{[t͡ʃ]}~\\\begin{figure}[H] \includegraphics{../images/staticpalatography_fricative.png} \end{figure}~\\	staticpalatography_fricative.png			
38755	Other (pre-midterm)	medium	Homework 2, Question 2	What would this Klingon phrase below be in English? How do you know?\\~\\{[pɑdɑq]}~\\\begin{figure}[H] \includegraphics{../images/klingon.png} \end{figure}~\\	klingon.png			
