Person	Topic	Difficulty	Source	Question_latex	Image1	Image1Caption	Image2	Image2Caption
48772	Phonological Relationships and Analysis	hard	Day 6 Handout, Question 1	Explain why it is possible to predict whether a plain or aspirated voiceless stop will occur in a new context (in English), but not to predict the place of articulation of a voiceless stop in a new context.\\~\\\begin{figure}[H] \includegraphics{../images/aspiration.png} \end{figure}~\\	aspiration.png			
48772	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol you used for the first consonant sound in this word.\\~\\<cough>~\\ 				
83639	Skewed Distributions	hard	Day 4 Handout, Question 5	Explain why looking for patterns with consonants and vowels is a more reasonable approach to pattern finding in this dataset than looking for patterns with respect to all of the individual sounds in Ukrainian.\\~\\\begin{figure}[H] \includegraphics{../images/ukrainian.png} \end{figure}~\\	ukrainian.png			
83639	Other (pre-midterm)	medium	Day 3 Handout, Question 3	Explain how you would figure out what the Luiseño form is for the morpheme whose meaning is given below. (To be clear: you do NOT necessarily need to give me the form itself -- just explain the process of figuring it out.)\\~\\‘sun’ (or ‘the sun’)~\\\begin{figure}[H] \includegraphics{../images/luiseno.png} \end{figure}~\\	luiseno.png			
74431	Articulatory Phonetics	hard	Day 2 Handout, Part II, Question 3	Explain why the additional vowel below either does or does not belong in the phonetic natural class defined by the original set of SNAE vowels.\\~\\Original set: {[u]}, {[ʊ]}, {[oʊ]}, {[ɔ]}~\\Addition: {[ɑʊ]}~\\ 				
74431	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol you used for the vowel sound in this word.\\~\\<nice>~\\ 				
68935	Other (pre-midterm)	hard	Day 4 \& 6 Handouts	Explain how you could analyze this dataset in terms of sequential patterns vs. paradigmatic patterns.\\~\\\begin{figure}[H] \includegraphics{../images/ukrainian.png} \end{figure}~\\	ukrainian.png			
68935	Transcription	medium	Day 2 Handout, Part I, Question 11	How would this word be transcribed?\\ Explain how you chose the symbol you used for the middle sound(s) in this word.\\~\\<bird>~\\ 				
92054	Phonological Relationships and Analysis	hard	Day 6 Handout, Question 1	Explain why it is possible to predict whether a plain or aspirated voiceless stop will occur in a new context (in English), but not to predict the place of articulation of a voiceless stop in a new context.\\~\\\begin{figure}[H] \includegraphics{../images/aspiration.png} \end{figure}~\\	aspiration.png			
92054	Articulatory Phonetics	medium	Day 2 Discussion	Assuming a Standard North American English inventory, does this vowel need to have tenseness specified if you're giving a prose description? Why or why not?\\~\\{[ɔ]}~\\ 				
68058	Skewed Distributions	hard	Day 4 Handout, Question 7	Explain how you would go about looking for co-occurrence restrictions in bi-syllabic signs in ASL. (Refer to the data that follows.)\\~\\\begin{figure}[H] \includegraphics{../images/ASL_movement.png} \end{figure}~\\	ASL_movement.png			
68058	Articulatory Phonetics	medium	Homework 1, Question 3(b)	Explain why this is or is not a complete phonetic natural class in standard North American English.\\~\\{[b]}, {[n]}, {[ɡ]}, {[ʒ]}, {[v]}~\\ 				
