Person	Topic	Difficulty	Source	Question_latex	Image1	Image1Caption	Image2	Image2Caption
62089	Phonological Features	medium	Week 4 Discussion	Explain what the given feature’s value is for this class of sounds, and why.\\~\\{[approximant]}~\\nasals~\\ 				
62089	Phonological Relationships and Analysis	hard	Week 6 Handout, Question 1	Would you expect [ʔ] to follow the same pattern of occurring as plain or aspirated as is followed by [p] and [t] and [k]? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/aspiration.png} \end{figure}~\\	aspiration.png			
51967	Phonological Relationships and Analysis	medium	Homework 2, Question 3	Why should the following two questions have the same answer?\\~\\\begin{itemize} \item Given the vowel system of Jita, how many bi-syllabic root types would you expect to find for nouns in the language? \item Assuming that the vowel inventory is the same in verbs as it is in nouns, how many bisyllabic root types would you expect to find for verbs in the language? \end{itemize}~\\ 				
51967	Articulatory Phonetics	hard	Homework 1, Question 3(a)	Could this image be the result of producing the sound represented by the given IPA symbol? Why or why not?\\~\\{[z]}~\\\begin{figure}[H] \includegraphics{../images/staticpalatography_fricative.png} \end{figure}~\\	staticpalatography_fricative.png			
55084	Articulatory Phonetics	hard	Homework 1, Question 3(a)	Could this image be the result of producing the sound represented by the given IPA symbol? Why or why not?\\~\\{[t͡ʃ]}~\\\begin{figure}[H] \includegraphics{../images/staticpalatography_fricative.png} \end{figure}~\\	staticpalatography_fricative.png			
55084	Phonological Relationships and Analysis	medium	Week 6 Handout, Question 7	Explain how you would determine the phonological relationship between these two sounds (given below) in this dataset.\\~\\{[d]} and {[n]}~\\\begin{figure}[H] \includegraphics{../images/canadianfrench.png} \end{figure}~\\	canadianfrench.png			
60467	Skewed Distributions	hard	Week 5 Handout, Question 6	If I gave you a new word in Malto, [di\_\_u], would it be possible to predict whether it's [d] or [ɖ] that goes in the blank? Explain why or why not.\\~\\\begin{figure}[H] \includegraphics{../images/malto.png} \end{figure}~\\	malto.png			
60467	Other (pre-midterm)	medium	Week 4 Handout, Part II, Question 3	Explain how you would figure out what the Luiseño form is for the morpheme whose meaning is given below. (To be clear: you do NOT need to give me the form itself -- just explain the process of figuring it out.)\\~\\‘third person masc. object’ (‘him’)~\\\begin{figure}[H] \includegraphics{../images/luiseno.png} \end{figure}~\\	luiseno.png			
74654	Articulatory Phonetics	hard	Week 3 Handout, Question 3	Explain why the additional vowel below either does or does not belong in the phonetic natural class defined by the original set of SNAE vowels.\\~\\Original set: {[æ]}, {[ɑ]}~\\Addition: {[ɑɪ]}~\\ 				
74654	Other (pre-midterm)	medium	Week 4 Handout, Part II, Question 3	Explain how you would figure out what the Luiseño form is for the morpheme whose meaning is given below. (To be clear: you do NOT need to give me the form itself -- just explain the process of figuring it out.)\\~\\‘drink’~\\\begin{figure}[H] \includegraphics{../images/luiseno.png} \end{figure}~\\	luiseno.png			
43672	Articulatory Phonetics	hard	Homework 1, Question 3(a)	Could this image be the result of producing the sound represented by the given IPA symbol? Why or why not?\\~\\{[d]}~\\\begin{figure}[H] \includegraphics{../images/staticpalatography_fricative.png} \end{figure}~\\	staticpalatography_fricative.png			
43672	Other (pre-midterm)	medium	Week 4 Handout, Part II, Question 4	Explain how you could do morphological analysis on a signed language.\\~\\ 				
