Person	Topic	Difficulty	Source	Question_latex	Image1	Image1Caption	Image2	Image2Caption
15082	Other (pre-midterm)	medium	Week 4 Handout, Part II, Question 3	Explain how you would figure out what the Luiseño form is for the morpheme whose meaning is given below.\\~\\‘drink’~\\\begin{figure}[H] \includegraphics{../images/luiseno.png} \end{figure}~\\	luiseno.png			
15082	Transcription	hard	Week 2 Handout, Part II	Is this a reasonable transcription of this word? Explain why.\\~\\<shows>: {[ʃoʊs]}~\\ 				
47906	Other (pre-midterm)	medium	Week 4 Handout, Part II, Question 3	Explain how you would figure out what the Luiseño form is for the morpheme whose meaning is given below.\\~\\‘sun’ (or ‘the sun’)~\\\begin{figure}[H] \includegraphics{../images/luiseno.png} \end{figure}~\\	luiseno.png			
47906	Phonological Features	hard	Quiz 3, Question 12	Explain how you figure out which feature is involved in the process of umlaut.\\~\\\begin{figure}[H] \includegraphics{../images/dutch.png} \end{figure}~\\	dutch.png			
54112	Other (pre-midterm)	medium	Week 4 Handout, Part II, Question 2(iv)	Explain how you would figure out the Swahili word for this English gloss.\\~\\‘I wanted them.’~\\\begin{figure}[H] \includegraphics{../images/swahiliverbs.png} \end{figure}~\\	swahiliverbs.png			
54112	Transcription	hard	Week 2 Handout, Part II	Is this a reasonable transcription of this word? Explain why.\\~\\<philosophy>: {[fəlɑsəfi]}~\\ 				
89930	Other (pre-midterm)	medium	Week 2 Handout, Part I, Question 8	Is this question about phonetics or phonology, and why? (To be clear: you do NOT need to answer the question itself -- just tell me whether it's a question about phonetics or phonology.)\\~\\Consider the following two words from American Sign Language. The first one means LUCKY, while the second means SMART. How would you describe the difference between the ``pronunciation'' (articulation) of these two words? Note that in each case, the image to the left is the starting position of the sign, while the one to the right is the ending position.~\\\begin{figure}[H] \includegraphics{../images/asl_lucky.png} \end{figure} \begin{figure}[H] \includegraphics{../images/asl_smart.png} \end{figure}~\\	asl_lucky.png		asl_smart.png	
89930	Articulatory Phonetics	hard	Week 3 Handout, Question 3	Explain why the additional vowel below either does or does not belong in the phonetic natural class defined by the original set of SNAE vowels.\\~\\Original set: {[æ]}, {[ɑ]}~\\Addition: {[ɑʊ]}~\\ 				
97077	Other (pre-midterm)	medium	Week 4 Handout, Part II, Question 2(iv)	Explain how you would figure out the Swahili word for this English gloss.\\~\\‘You (sg.) are annoying me.’~\\\begin{figure}[H] \includegraphics{../images/swahiliverbs.png} \end{figure}~\\	swahiliverbs.png			
97077	Phonological Features	hard	Quiz 3, Question 12	Explain how you figure out which feature is involved in the process of umlaut.\\~\\\begin{figure}[H] \includegraphics{../images/dutch.png} \end{figure}~\\	dutch.png			
